EVM0000006	AT1G44760
EVM0033284	AT2G26500
EVM0033287	AT1G44000
EVM0033288	AT1G15960
EVM0033292	AT1G23280
EVM0033294	AT5G24030
EVM0033295	AT1G26480
EVM0033298	AT4G27745
EVM0033307	AT1G60360
EVM0033314	AT1G48960
EVM0033315	AT5G42710
EVM0033318	AT5G43850
EVM0033320	AT5G47040
EVM0033321	AT2G37150
EVM0033325	AT3G02100
EVM0033333	AT3G29185
EVM0033335	AT2G47180
EVM0033337	AT3G01550
EVM0033338	AT5G35330
EVM0033346	AT2G42010
EVM0033347	AT5G19350
EVM0033356	AT1G33350
EVM0033358	AT1G79640
EVM0033359	AT3G25290
EVM0033360	AT1G29880
EVM0033363	AT5G26240
EVM0033364	AT3G02330
EVM0033366	AT5G26910
EVM0033372	AT4G30900
EVM0033373	AT3G55260
EVM0033374	AT2G43640
EVM0033377	AT1G05490
EVM0033383	AT1G70200
EVM0033392	AT3G27020
EVM0033393	AT3G05330
EVM0033394	AT5G14140
EVM0033395	AT4G17030
EVM0033401	AT5G58530
EVM0033404	AT1G08840
EVM0033405	AT3G21880
EVM0033409	AT2G45660
EVM0033410	AT1G31340
EVM0033412	AT2G40000
EVM0033413	AT3G62660
EVM0033415	AT4G08500
EVM0033416	AT2G41640
EVM0033418	AT1G36280
EVM0033421	AT2G21300
EVM0033423	AT5G40650
EVM0033430	AT4G29060
EVM0033431	AT4G13370
EVM0033438	AT1G68050
EVM0033439	AT3G23780
EVM0033441	AT1G59590
EVM0033443	AT2G27430
EVM0033445	AT1G28510
EVM0033452	AT1G10280
EVM0033453	AT2G23740
EVM0033460	AT2G34730
EVM0033461	AT4G31080
EVM0033463	AT5G41350
EVM0033464	AT2G26000
EVM0033466	AT3G55530
EVM0033468	AT1G62050
EVM0033469	AT4G12560
EVM0033470	AT5G48800
EVM0033473	AT5G48460
EVM0033474	AT5G17710
EVM0033479	AT1G10430
EVM0033481	AT1G15510
EVM0033486	AT1G49590
EVM0033488	AT5G59990
EVM0033491	AT5G08110
EVM0033499	AT2G11520
EVM0033500	AT1G75850
EVM0033501	AT2G18840
EVM0033502	AT3G22470
EVM0033503	AT3G14980
EVM0033510	AT3G62310
EVM0033511	AT5G14400
EVM0033512	AT2G22650
EVM0033515	AT3G19090
EVM0033517	AT3G50410
EVM0033521	AT1G36240
EVM0033524	AT3G23770
EVM0033525	AT3G49260
EVM0033526	AT2G25950
EVM0033533	AT5G03760
EVM0033535	AT5G54180
EVM0033536	AT3G10260
EVM0033539	AT2G44360
EVM0033540	AT2G06925
EVM0033543	AT3G30530
EVM0033545	AT3G19840
EVM0033547	AT1G75890
EVM0033552	AT5G13070
EVM0033556	AT4G27500
EVM0033565	AT1G09090
EVM0033567	AT3G17365
EVM0033569	AT5G22130
EVM0033572	AT4G17330
EVM0033573	AT2G20740
EVM0033574	AT2G21385
EVM0033579	AT1G31810
EVM0033580	AT3G59550
EVM0033581	AT4G39490
EVM0033583	AT1G65480
EVM0033588	AT1G64960
EVM0033589	AT1G56350
EVM0033590	AT4G32590
EVM0033592	AT1G26460
EVM0033595	AT3G19870
EVM0033599	AT4G02340
EVM0033603	AT5G57280
EVM0033606	AT2G40700
EVM0033610	AT3G01410
EVM0033612	AT3G08943
EVM0033613	AT3G02380
EVM0033615	AT1G13560
EVM0033618	AT3G52300
EVM0033622	AT2G28510
EVM0033625	AT2G36200
EVM0033635	AT2G27600
EVM0033640	AT1G33140
EVM0033644	ATCG01250
EVM0033646	AT1G56220
EVM0033675	AT1G65230
EVM0033680	AT4G32350
EVM0033689	AT1G72050
EVM0033690	AT5G19390
EVM0033691	AT4G05460
EVM0033693	AT1G47840
EVM0033701	AT3G49170
EVM0033702	AT4G00335
EVM0033709	AT3G48970
EVM0033711	AT3G11430
EVM0033714	AT4G02740
EVM0033715	AT5G04110
EVM0033720	AT3G08900
EVM0033723	AT1G07470
EVM0033724	AT2G15900
EVM0033725	AT4G01040
EVM0033727	AT4G24050
EVM0033728	AT3G22200
EVM0033729	AT5G49460
EVM0033731	AT5G03770
EVM0033738	AT3G15190
EVM0033741	AT5G38710
EVM0033748	AT1G55320
EVM0033749	AT5G06430
EVM0033754	AT4G19420
EVM0033756	AT3G02065
EVM0033757	AT3G56970
EVM0033759	AT5G44680
EVM0033761	AT4G24972
EVM0033767	AT1G68100
EVM0033770	AT1G71710
EVM0033778	AT4G28780
EVM0033788	AT5G15230
EVM0033791	AT5G04480
EVM0033798	AT4G02750
EVM0033799	AT5G53770
EVM0033802	AT5G45950
EVM0033806	AT3G04160
EVM0033808	AT3G57070
EVM0033812	AT1G34300
EVM0033819	AT4G22740
EVM0033823	AT3G63400
EVM0033829	AT4G39120
EVM0033830	AT2G25110
EVM0033832	AT3G53170
EVM0033835	AT5G13750
EVM0033840	AT1G67970
EVM0033842	AT1G55170
EVM0033849	AT5G18475
EVM0033851	AT1G10657
EVM0033852	AT3G03060
EVM0033856	AT1G80670
EVM0033860	AT5G61580
EVM0033863	AT5G08580
EVM0033865	AT5G12890
EVM0033866	AT2G42690
EVM0033867	AT4G22320
EVM0033871	AT4G00730
EVM0033872	AT3G01015
EVM0033876	AT3G27550
EVM0033877	AT5G18200
EVM0033879	AT4G25080
EVM0033881	AT3G24110
EVM0033886	AT2G44510
EVM0033888	AT5G52400
EVM0033896	AT3G24120
EVM0033898	AT5G55280
EVM0033899	AT5G04610
EVM0033900	AT1G05020
EVM0033902	AT5G17620
EVM0033909	AT3G21360
EVM0033911	AT2G30380
EVM0033913	AT2G38440
EVM0033915	AT5G50340
EVM0033927	AT3G53720
EVM0033931	AT5G46570
EVM0033936	AT3G57650
EVM0033937	AT1G27760
EVM0033940	AT5G55090
EVM0033945	AT5G60870
EVM0033947	AT1G69380
EVM0033949	AT1G55265
EVM0033952	AT3G03710
EVM0033957	AT1G10800
EVM0033958	AT4G08570
EVM0033960	AT1G16280
EVM0033964	AT5G63960
EVM0033965	AT5G55250
EVM0033969	AT4G00230
EVM0033972	AT4G03115
EVM0033976	AT5G19160
EVM0033978	AT1G08630
EVM0033979	AT5G38530
EVM0033982	AT2G01730
EVM0033984	AT5G64680
EVM0033985	AT1G16320
EVM0033988	AT4G10840
EVM0033991	AT4G18905
EVM0033992	AT4G38130
EVM0033993	AT4G38660
EVM0033996	AT4G20990
EVM0034004	AT1G56310
EVM0034005	AT5G19630
EVM0034006	AT1G77010
EVM0034007	AT3G03960
EVM0034010	AT5G03370
EVM0034012	AT5G59400
EVM0034013	AT2G18196
EVM0034021	AT1G02370
EVM0034022	AT4G01940
EVM0034028	AT3G09410
EVM0034030	AT5G40570
EVM0034031	AT3G58050
EVM0034036	AT1G32070
EVM0034044	AT5G66600
EVM0034047	AT4G17260
EVM0034050	AT3G04490
EVM0034051	AT1G54460
EVM0034068	AT5G01930
EVM0034072	AT5G26660
EVM0034084	AT5G52540
EVM0034088	AT2G45470
EVM0034096	AT1G75620
EVM0034097	AT3G20830
EVM0034109	AT2G47760
EVM0034110	AT1G28410
EVM0034113	AT3G14830
EVM0034115	AT1G68570
EVM0034116	AT5G44650
EVM0034119	AT5G57490
EVM0034120	AT1G65550
EVM0034121	AT5G65740
EVM0034127	AT2G36900
EVM0034131	AT3G10710
EVM0034145	AT3G51510
EVM0034147	AT4G10070
EVM0034151	AT2G43945
EVM0034154	AT5G65660
EVM0034156	AT3G62800
EVM0034162	AT3G05530
EVM0034166	AT1G30970
EVM0034170	AT1G58684
EVM0034171	AT5G13460
EVM0034174	AT5G47690
EVM0034177	AT1G27200
EVM0034178	AT1G09240
EVM0034179	AT4G37460
EVM0034181	AT2G36960
EVM0034183	AT5G20050
EVM0034185	AT5G47630
EVM0034186	AT5G42900
EVM0034189	AT3G62580
EVM0034194	AT4G32650
EVM0034195	AT5G26110
EVM0034200	AT3G51990
EVM0034202	AT3G53400
EVM0034212	AT3G23280
EVM0034218	AT4G35020
EVM0034223	AT5G48240
EVM0034230	AT1G68660
EVM0034231	AT2G30590
EVM0034237	AT1G67790
EVM0034238	AT5G46240
EVM0034240	AT4G15630
EVM0034244	AT4G02480
EVM0034249	AT5G55530
EVM0034250	AT1G26880
EVM0034259	AT2G34770
EVM0034266	AT2G47540
EVM0034272	AT5G64070
EVM0034275	AT2G39100
EVM0034280	AT3G59300
EVM0034281	AT1G52140
EVM0034283	AT5G61450
EVM0034285	AT1G27730
EVM0034286	AT2G41670
EVM0034288	AT1G30220
EVM0034296	AT2G40770
EVM0034298	AT5G35970
EVM0034305	AT1G72990
EVM0034307	AT3G07390
EVM0034308	AT1G55180
EVM0034309	AT3G24515
EVM0034311	AT2G32235
EVM0034319	AT3G57060
EVM0034324	AT4G23620
EVM0034329	AT1G67690
EVM0034331	AT4G39410
EVM0034336	AT1G56260
EVM0034337	AT3G10970
EVM0034341	AT2G27950
EVM0034345	AT4G20270
EVM0034347	AT2G36490
EVM0034349	AT4G30150
EVM0034350	AT2G26710
EVM0034353	AT1G22640
EVM0034355	AT4G32620
EVM0034357	AT4G33150
EVM0034360	AT2G21950
EVM0034361	AT2G45360
EVM0034362	AT3G54290
EVM0034370	AT1G08830
EVM0034376	AT4G32730
EVM0034379	AT1G12260
EVM0034387	AT3G29130
EVM0034391	AT5G45190
EVM0034393	AT4G09650
EVM0034396	AT3G01610
EVM0034397	AT1G18730
EVM0034399	AT5G54860
EVM0034401	AT1G14610
EVM0034408	AT2G46710
EVM0034410	AT1G11290
EVM0034413	AT3G60670
EVM0034415	AT5G19980
EVM0034417	AT5G66930
EVM0034418	AT3G49950
EVM0034426	AT3G01540
EVM0034429	AT4G26550
EVM0034436	AT5G08510
EVM0034440	AT1G47271
EVM0034442	AT1G07670
EVM0034447	AT2G14860
EVM0034450	AT3G11420
EVM0034452	AT1G30840
EVM0034453	AT5G04560
EVM0034454	AT1G62350
EVM0034459	AT1G24260
EVM0034463	AT1G02020
EVM0034464	AT2G26910
EVM0034465	AT3G18140
EVM0034468	AT1G24460
EVM0034471	ATCG01010
EVM0034475	AT1G46264
EVM0034477	AT5G61480
EVM0034479	AT1G55860
EVM0034482	AT5G65540
EVM0034484	AT4G39820
EVM0034490	AT4G30410
EVM0034491	AT1G71480
EVM0034502	AT3G15810
EVM0034513	AT3G55490
EVM0034516	AT5G19330
EVM0034521	AT2G03720
EVM0034525	AT2G24290
EVM0034527	AT2G26975
EVM0034530	AT5G23070
EVM0034533	AT1G15240
EVM0034536	AT5G52220
EVM0034539	AT1G06410
EVM0034540	AT5G60860
EVM0034543	AT3G61800
EVM0034549	AT1G72820
EVM0034558	AT5G56040
EVM0034563	AT1G26330
EVM0034571	AT5G17400
EVM0034573	AT3G20570
EVM0034574	AT3G60590
EVM0034576	AT3G21690
EVM0034577	AT5G13630
EVM0034578	ATMG00640
EVM0034579	AT5G02020
EVM0034580	AT4G06676
EVM0034583	AT1G08350
EVM0034592	AT2G45520
EVM0034596	AT2G21960
EVM0034597	AT1G53130
EVM0034603	AT3G48530
EVM0034604	AT3G25590
EVM0034605	AT5G45660
EVM0034611	AT3G48670
EVM0034616	AT1G16880
EVM0034618	AT5G24290
EVM0034619	AT3G56040
EVM0034621	AT2G36090
EVM0034624	AT5G25590
EVM0034625	AT5G24970
EVM0034627	AT2G36630
EVM0034632	AT3G55230
EVM0034634	AT4G17940
EVM0034639	AT5G53430
EVM0034640	AT3G24450
EVM0034643	AT4G21660
EVM0034645	AT3G48050
EVM0034652	AT1G33330
EVM0034654	AT2G31210
EVM0034659	AT1G68150
EVM0034667	AT5G24620
EVM0034670	AT2G24090
EVM0034671	AT2G36895
EVM0034672	AT5G46910
EVM0034676	AT2G45620
EVM0034678	AT4G31550
EVM0034684	AT2G13540
EVM0034685	AT1G02330
EVM0034688	AT2G45640
EVM0034690	AT2G30130
EVM0034692	AT1G64640
EVM0034701	AT2G01200
EVM0034703	AT5G01830
EVM0034715	AT5G04060
EVM0034717	AT2G41250
EVM0034719	AT5G62040
EVM0034720	AT3G55760
EVM0034721	AT2G01120
EVM0034724	AT4G18540
EVM0034726	AT1G11910
EVM0034729	AT5G11170
EVM0034731	AT1G29930
EVM0034732	AT1G06560
EVM0034735	AT3G24630
EVM0034739	AT1G26850
EVM0034740	AT3G14580
EVM0034741	AT1G79190
EVM0034748	AT4G19185
EVM0034754	AT5G18660
EVM0034764	AT5G23240
EVM0034766	AT5G66730
EVM0034768	AT5G46880
EVM0034776	AT5G12290
EVM0034781	AT4G08810
EVM0034782	AT5G54650
EVM0034788	AT5G07270
EVM0034793	AT3G55400
EVM0034794	AT5G57930
EVM0034796	AT5G49230
EVM0034797	AT1G30910
EVM0034799	AT3G60480
EVM0034801	AT4G15940
EVM0034805	AT2G21140
EVM0034811	AT1G31050
EVM0034814	AT1G29280
EVM0034817	AT3G11150
EVM0034822	AT3G19270
EVM0034823	AT5G13830
EVM0034824	AT1G25260
EVM0034826	AT4G26500
EVM0034829	AT2G01720
EVM0034835	AT4G14465
EVM0034837	AT2G05910
EVM0034841	AT1G22310
EVM0034842	AT2G20410
EVM0034843	AT3G50780
EVM0034844	AT1G17020
EVM0034845	AT4G17140
EVM0034848	AT5G46250
EVM0034853	AT1G04140
EVM0034864	AT4G36350
EVM0034866	AT2G30970
EVM0034868	AT3G02760
EVM0034872	AT1G26110
EVM0034878	AT3G53390
EVM0034879	AT1G73320
EVM0034890	AT4G39980
EVM0034891	AT3G02850
EVM0034895	AT5G58950
EVM0034897	AT4G28560
EVM0034903	AT3G49500
EVM0034904	AT1G03910
EVM0034909	AT3G21180
EVM0034910	AT3G44190
EVM0034912	AT1G30000
EVM0034914	AT2G29630
EVM0034917	AT4G00570
EVM0034929	AT1G27660
EVM0034935	AT2G48020
EVM0034936	AT5G14340
EVM0034937	AT3G47000
EVM0034941	AT2G47910
EVM0034945	AT5G47580
EVM0034950	AT1G20960
EVM0034953	AT5G40820
EVM0034960	AT3G24000
EVM0034964	AT2G19280
EVM0034965	AT4G04630
EVM0034974	AT3G01720
EVM0034977	AT1G11600
EVM0034978	AT5G46630
EVM0034984	AT2G37940
EVM0034989	AT1G27970
EVM0034991	AT1G78110
EVM0034992	AT3G07760
EVM0034998	AT1G34370
EVM0034999	AT2G27940
EVM0035008	AT1G75540
EVM0035010	AT5G27030
EVM0035015	AT4G16120
EVM0035016	AT5G08520
EVM0035023	AT2G27060
EVM0035025	AT3G45400
EVM0035027	AT1G49380
EVM0035029	AT3G10540
EVM0035031	AT4G22190
EVM0035038	AT2G30360
EVM0035052	AT1G03750
EVM0035058	AT5G05070
EVM0035062	AT3G17940
EVM0035064	AT2G19710
EVM0035065	AT5G10260
EVM0035067	AT5G48050
EVM0035068	AT5G66740
EVM0035070	AT5G21160
EVM0035075	AT1G30470
EVM0035081	AT5G07280
EVM0035086	AT4G30600
EVM0035087	AT1G67360
EVM0035088	AT3G10250
EVM0035089	AT1G61790
EVM0035091	AT2G32760
EVM0035094	AT4G35440
EVM0035098	AT5G36110
EVM0035102	AT5G67400
EVM0035107	AT5G10710
EVM0035112	AT1G18600
EVM0035115	ATCG00120
EVM0035120	AT1G19630
EVM0035121	AT5G01230
EVM0035124	AT4G24280
EVM0035130	AT1G04500
EVM0035132	AT5G10450
EVM0035134	AT3G16150
EVM0035141	AT1G71240
EVM0035145	AT1G75260
EVM0035147	AT3G17000
EVM0035149	AT2G13290
EVM0035150	AT2G32900
EVM0035151	AT5G12100
EVM0035154	AT1G80180
EVM0035158	AT4G17616
EVM0035162	AT3G04600
EVM0035166	AT4G25120
EVM0035170	AT5G01300
EVM0035182	AT4G32640
EVM0035183	AT2G18710
EVM0035192	AT3G10700
EVM0035194	AT5G35750
EVM0035195	AT1G26870
EVM0035198	AT3G19120
EVM0035200	AT5G60550
EVM0035201	AT2G26670
EVM0035202	AT1G64550
EVM0035203	AT5G64430
EVM0035205	AT2G13370
EVM0035209	AT1G47490
EVM0035210	AT1G56300
EVM0035212	AT2G20780
EVM0035213	AT1G50440
EVM0035215	AT4G02440
EVM0035220	AT1G06190
EVM0035221	AT4G16600
EVM0035227	AT3G16760
EVM0035229	AT1G24560
EVM0035236	AT2G39140
EVM0035238	AT5G21970
EVM0035239	AT4G29840
EVM0035242	AT5G23730
EVM0035243	AT5G47790
EVM0035245	AT3G18820
EVM0035247	AT5G13960
EVM0035255	AT3G04590
EVM0035259	AT4G30510
EVM0035261	AT2G37580
EVM0035262	AT1G04950
EVM0035265	AT1G51660
EVM0035270	AT3G02410
EVM0035272	AT5G64420
EVM0035275	AT5G60880
EVM0035276	AT1G25390
EVM0035282	AT3G51060
EVM0035284	AT4G26370
EVM0035288	AT1G72370
EVM0035291	AT2G20930
EVM0035293	AT2G26730
EVM0035295	AT1G12110
EVM0035296	AT2G01930
EVM0035300	AT1G12770
EVM0035301	AT1G65260
EVM0035304	AT1G12660
EVM0035305	AT2G01480
EVM0035306	AT3G07480
EVM0035307	AT4G05540
EVM0035311	AT4G29040
EVM0035312	AT5G66380
EVM0035315	AT1G32220
EVM0035328	AT1G67170
EVM0035334	AT1G56170
EVM0035339	AT5G24314
EVM0035340	AT1G24430
EVM0035343	AT5G62670
EVM0035354	AT5G03720
EVM0035356	AT5G26770
EVM0035363	AT4G36990
EVM0035368	AT1G36160
EVM0035382	AT4G18470
EVM0035389	AT1G05470
EVM0035394	AT4G21215
EVM0035401	AT3G06160
EVM0035403	AT3G62270
EVM0035413	AT3G18800
EVM0035418	AT3G62810
EVM0035421	AT5G10550
EVM0035422	AT1G15940
EVM0035423	AT2G37390
EVM0035424	AT1G22800
EVM0035431	AT3G13620
EVM0035432	AT5G60990
EVM0035434	AT1G31780
EVM0035436	AT1G07980
EVM0035437	AT4G12750
EVM0035441	AT4G15440
EVM0035449	AT1G43980
EVM0035450	AT5G12130
EVM0035451	AT2G16595
EVM0035455	AT1G62990
EVM0035459	AT1G60470
EVM0035463	AT3G52260
EVM0035464	AT3G59710
EVM0035469	AT1G13680
EVM0035474	AT5G47430
EVM0035475	AT1G05350
EVM0035483	AT1G48450
EVM0035484	AT2G24260
EVM0035486	AT3G18215
EVM0035487	AT3G62010
EVM0035491	AT1G02130
EVM0035494	AT3G19900
EVM0035498	AT4G26415
EVM0035499	AT2G33205
EVM0035501	AT2G23060
EVM0035503	AT1G11190
EVM0035505	AT5G64130
EVM0035511	AT3G04560
EVM0035512	AT5G48670
EVM0035513	AT5G23550
EVM0035514	ATMG00580
EVM0035515	AT3G06730
EVM0035517	AT4G30200
EVM0035521	AT3G19230
EVM0035529	AT4G03430
EVM0035530	AT1G67620
EVM0035531	AT5G18810
EVM0035535	AT4G37790
EVM0035538	AT1G69340
EVM0035546	AT1G71820
EVM0035551	AT3G49050
EVM0035558	AT2G43980
EVM0035561	AT4G32930
EVM0035568	AT3G15520
EVM0035573	AT4G27060
EVM0035575	AT5G42650
EVM0035577	AT5G59730
EVM0035579	AT4G18820
EVM0035586	AT5G16880
EVM0035588	AT3G27180
EVM0035593	AT1G20110
EVM0035595	AT2G46170
EVM0035598	AT4G20300
EVM0035601	AT5G51830
EVM0035603	AT3G61250
EVM0035605	AT4G39640
EVM0035607	AT3G51070
EVM0035608	AT3G49645
EVM0035609	AT1G44820
EVM0035610	AT2G37110
EVM0035616	AT3G13570
EVM0035620	AT5G51570
EVM0035622	AT2G28160
EVM0035626	AT3G25910
EVM0035631	AT4G31880
EVM0035632	AT2G37740
EVM0035636	AT1G34270
EVM0035647	AT5G51545
EVM0035660	AT2G33700
EVM0035665	AT2G01430
EVM0035666	AT4G16210
EVM0035667	AT3G11964
EVM0035670	AT1G12440
EVM0035671	AT3G50370
EVM0035675	AT5G27950
EVM0035685	AT3G21430
EVM0035693	AT2G22720
EVM0035694	AT3G16510
EVM0035695	AT1G16380
EVM0035697	AT4G04970
EVM0035698	AT2G30990
EVM0035699	AT1G67730
EVM0035700	AT4G29310
EVM0035701	AT2G43090
EVM0035704	AT5G64620
EVM0035705	AT5G54520
EVM0035710	AT2G45830
EVM0035718	AT2G20860
EVM0035724	AT1G80210
EVM0035725	AT5G11580
EVM0035730	AT1G06520
EVM0035732	AT3G54360
EVM0035733	AT4G23020
EVM0035736	AT5G40160
EVM0035737	AT3G18690
EVM0035741	AT1G61667
EVM0035746	AT2G33640
EVM0035748	AT5G16680
EVM0035751	AT5G25080
EVM0035753	AT2G20635
EVM0035755	AT4G10760
EVM0035758	AT1G21600
EVM0035761	ATMG01410
EVM0035762	AT1G73960
EVM0035769	AT1G74690
EVM0035770	AT5G13970
EVM0035776	AT1G58250
EVM0035780	AT5G24130
EVM0035781	AT1G14150
EVM0035782	AT5G54570
EVM0035783	AT3G13790
EVM0035790	AT5G63220
EVM0035797	AT2G01130
EVM0035800	AT5G55190
EVM0035802	AT1G28760
EVM0035803	AT5G05600
EVM0035804	AT1G78100
EVM0035809	AT3G20860
EVM0035816	AT1G18580
EVM0035823	AT5G57040
EVM0035826	AT3G22450
EVM0035829	AT2G47390
EVM0035839	AT3G01600
EVM0035845	AT3G19980
EVM0035849	AT4G35470
EVM0035851	AT5G67380
EVM0035855	AT5G35770
EVM0035856	AT4G31180
EVM0035857	AT1G29690
EVM0035860	AT5G44790
EVM0035861	AT4G35560
EVM0035864	AT5G04040
EVM0035868	AT3G57000
EVM0035871	AT1G76060
EVM0035873	AT4G24190
EVM0035874	AT3G62000
EVM0035879	AT4G01100
EVM0035882	AT2G03420
EVM0035883	AT4G29830
EVM0035884	AT3G15140
EVM0035887	AT1G73830
EVM0035888	AT3G52900
EVM0035890	AT3G45020
EVM0035891	AT3G17440
EVM0035896	AT3G22440
EVM0035904	AT3G02310
EVM0035909	AT5G22000
EVM0035913	AT2G23940
EVM0035915	AT4G26470
EVM0035916	AT2G14830
EVM0035918	AT2G45060
EVM0035919	AT5G67470
EVM0035924	AT1G53590
EVM0035925	AT3G55920
EVM0035927	AT5G11900
EVM0035932	AT3G16840
EVM0035945	AT1G68350
EVM0035946	AT5G39400
EVM0035950	AT3G56650
EVM0035957	AT3G55830
EVM0035963	AT1G30360
EVM0035968	AT2G02790
EVM0035970	AT5G25060
EVM0035972	AT5G57710
EVM0035973	AT1G08130
EVM0035976	AT1G12250
EVM0035980	AT3G49000
EVM0035982	AT1G55730
EVM0035983	AT2G43030
EVM0035984	AT5G35930
EVM0035986	AT4G21710
EVM0035988	AT3G60740
EVM0035989	AT5G22300
EVM0035990	AT3G17500
EVM0035997	AT5G04140
EVM0036000	AT3G61790
EVM0036003	AT5G25610
EVM0036014	AT3G29670
EVM0036017	AT2G47840
EVM0036024	AT3G62910
EVM0036026	AT2G45700
EVM0036030	AT4G14590
EVM0036032	AT1G51540
EVM0036038	AT5G65760
EVM0036047	AT1G58370
EVM0036049	AT5G51700
EVM0036053	AT5G43960
EVM0036058	AT3G08720
EVM0036059	AT5G06350
EVM0036064	AT1G02205
EVM0036068	AT3G61470
EVM0036071	AT4G23930
EVM0036074	AT1G32127
EVM0036075	AT4G27670
EVM0036078	AT4G19880
EVM0036080	AT3G24715
EVM0036083	AT2G34640
EVM0036086	AT3G05140
EVM0036090	AT1G67810
EVM0036095	AT4G39330
EVM0036099	AT3G53900
EVM0036102	AT2G18630
EVM0036108	AT1G13360
EVM0036109	AT4G04885
EVM0036110	AT2G37460
EVM0036111	AT4G30690
EVM0036116	AT4G19170
EVM0036121	AT4G01610
EVM0036125	AT4G16390
EVM0036130	AT3G15351
EVM0036131	AT2G38270
EVM0036132	AT1G78560
EVM0036133	AT4G13830
EVM0036141	AT5G49740
EVM0036147	AT1G26230
EVM0036154	AT5G66390
EVM0036156	AT1G63810
EVM0036161	AT2G26650
EVM0036163	AT3G56330
EVM0036175	AT5G19490
EVM0036176	AT3G18550
EVM0036179	AT1G62750
EVM0036185	AT1G15220
EVM0036189	AT4G29850
EVM0036195	AT5G67190
EVM0036198	AT5G45340
EVM0036199	AT1G69210
EVM0036200	AT3G16720
EVM0036203	AT1G18090
EVM0036205	AT3G25210
EVM0036206	AT4G23920
EVM0036207	AT2G48150
EVM0036211	AT2G35930
EVM0036212	AT1G10510
EVM0036214	AT1G80770
EVM0036218	AT1G66080
EVM0036220	AT3G17390
EVM0036221	AT3G11540
EVM0036222	AT2G45650
EVM0036223	AT1G08125
EVM0036224	AT1G07030
EVM0036225	AT5G66710
EVM0036229	AT4G13620
EVM0036231	AT4G14640
EVM0036234	AT5G66840
EVM0036235	AT5G19250
EVM0036236	AT3G02430
EVM0036239	AT2G16430
EVM0036241	AT1G44110
EVM0036249	AT5G19760
EVM0036251	AT5G25265
EVM0036265	AT3G14910
EVM0036267	AT4G27585
EVM0036272	AT1G67440
EVM0036276	AT3G12050
EVM0036278	AT1G69440
EVM0036280	AT3G27200
EVM0036284	AT3G14240
EVM0036285	AT4G05450
EVM0036286	AT3G18110
EVM0036290	AT1G60550
EVM0036291	AT5G61500
EVM0036293	AT5G65030
EVM0036295	AT5G49040
EVM0036298	AT1G29500
EVM0036301	AT1G78070
EVM0036302	AT3G22790
EVM0036303	AT1G06340
EVM0036307	AT5G06800
EVM0036311	AT3G58790
EVM0036312	AT2G24830
EVM0036314	AT4G39530
EVM0036315	AT2G25490
EVM0036316	AT2G45300
EVM0036318	AT5G64816
EVM0036325	AT2G03070
EVM0036330	AT1G78440
EVM0036337	AT1G35460
EVM0036341	AT5G04710
EVM0036343	AT5G53450
EVM0036346	AT4G19460
EVM0036347	AT5G15740
EVM0036348	AT5G66540
EVM0036351	AT3G52880
EVM0036353	AT4G29560
EVM0036356	AT4G00467
EVM0036357	AT2G43850
EVM0036363	AT1G76340
EVM0036376	AT1G24490
EVM0036377	AT1G35680
EVM0036379	AT1G43700
EVM0036381	AT3G60210
EVM0036383	AT3G15940
EVM0036394	AT3G15720
EVM0036396	AT1G32930
EVM0036400	AT1G21750
EVM0036421	AT1G08660
EVM0036423	AT2G23690
EVM0036425	AT2G26310
EVM0036426	AT3G13700
EVM0036430	AT2G40475
EVM0036440	AT1G61210
EVM0036441	AT5G18230
EVM0036443	AT3G17730
EVM0036447	AT3G10850
EVM0036451	AT1G23090
EVM0036454	AT2G42670
EVM0036455	AT3G12390
EVM0036458	AT4G40030
EVM0036462	AT3G09670
EVM0036464	AT3G49800
EVM0036466	AT2G45180
EVM0036468	AT1G68890
EVM0036469	AT5G66030
EVM0036474	AT2G32940
EVM0036475	AT5G58240
EVM0036479	AT1G71970
EVM0036481	AT5G07800
EVM0036484	AT5G35430
EVM0036487	AT1G30110
EVM0036489	AT5G25050
EVM0036490	AT3G50330
EVM0036491	AT1G06740
EVM0036493	AT4G00430
EVM0036495	AT2G18690
EVM0036497	AT5G08560
EVM0036502	AT2G18040
EVM0036503	AT5G63970
EVM0036506	AT4G36360
EVM0036508	AT1G78190
EVM0036509	AT5G46230
EVM0036512	AT3G45200
EVM0036513	AT1G50240
EVM0036516	AT2G12646
EVM0036520	AT1G51550
EVM0036522	AT4G08455
EVM0036527	AT1G24360
EVM0036528	AT3G17860
EVM0036531	AT5G19220
EVM0036537	AT1G30300
EVM0036539	AT2G40590
EVM0036544	AT2G32990
EVM0036545	AT5G45790
EVM0036546	AT4G39830
EVM0036566	AT1G20823
EVM0036574	AT4G08330
EVM0036582	AT4G33625
EVM0036586	AT5G47530
EVM0036588	AT1G07180
EVM0036591	AT1G79915
EVM0036593	AT3G59650
EVM0036599	AT3G48480
EVM0036601	AT4G00026
EVM0036614	AT3G59780
EVM0036619	AT1G19640
EVM0036621	AT5G46750
EVM0036623	AT5G47390
EVM0036624	AT5G37850
EVM0036632	AT4G02830
EVM0036635	AT2G31200
EVM0036642	AT4G11720
EVM0036644	AT4G30820
EVM0036645	AT2G44160
EVM0036646	AT3G52460
EVM0036647	AT1G80360
EVM0036654	AT2G21170
EVM0036658	AT1G25375
EVM0036661	AT5G47770
EVM0036662	AT2G36880
EVM0036663	AT4G13750
