EVM0021012	GRMZM5G894156
EVM0010513	GRMZM2G003342
EVM0034022	GRMZM2G084783
EVM0015339	GRMZM2G165231
EVM0036527	GRMZM2G099696
EVM0034376	GRMZM2G531738
EVM0035972	GRMZM2G119696
EVM0035874	GRMZM2G077486
EVM0002010	GRMZM2G175728
EVM0000859	GRMZM2G165007
EVM0021325	GRMZM2G134668
EVM0033798	GRMZM2G367355
EVM0020456	GRMZM2G077673
EVM0034624	GRMZM2G074377
EVM0027064	AC214507.3
EVM0032210	GRMZM2G478709
EVM0035469	GRMZM2G109286
EVM0022746	GRMZM2G099630
EVM0029681	GRMZM2G019356
EVM0013230	GRMZM2G348873
EVM0020329	GRMZM2G096153
EVM0015847	GRMZM2G432566
EVM0036351	GRMZM2G134708
EVM0005167	GRMZM2G156016
EVM0029958	GRMZM2G445905
EVM0012850	GRMZM2G042164
EVM0029404	GRMZM2G015844
EVM0035927	GRMZM2G033283
EVM0035031	GRMZM2G013546
EVM0005952	GRMZM2G102349
EVM0008556	GRMZM2G179253
EVM0005520	GRMZM5G810275
EVM0034619	AC197705.4
EVM0003821	GRMZM2G037585
EVM0026313	GRMZM2G175499
EVM0021940	GRMZM2G078416
EVM0024684	GRMZM2G060824
EVM0015385	GRMZM2G015906
EVM0017505	GRMZM2G131324
EVM0009720	GRMZM2G371944
EVM0006872	GRMZM2G150485
EVM0013845	GRMZM2G018627
EVM0030202	GRMZM2G044576
EVM0027115	GRMZM2G161418
EVM0022768	GRMZM2G055313
EVM0000475	GRMZM2G083367
EVM0036234	GRMZM2G056564
EVM0005263	GRMZM2G007146
EVM0025842	GRMZM2G059214
EVM0002510	GRMZM2G171248
EVM0016015	GRMZM2G106216
EVM0034508	GRMZM2G104783
EVM0007083	GRMZM2G075320
EVM0016391	GRMZM2G074775
EVM0009477	GRMZM2G007871
EVM0016944	GRMZM2G158136
EVM0034684	GRMZM2G083689
EVM0005202	GRMZM2G153523
EVM0010945	GRMZM2G078465
EVM0003388	GRMZM2G062151
EVM0027207	GRMZM2G113873
EVM0035671	GRMZM2G347583
EVM0003932	GRMZM2G169773
EVM0001790	GRMZM5G813143
EVM0032801	GRMZM2G174511
EVM0007877	GRMZM2G137724
EVM0019290	GRMZM2G030628
EVM0035120	GRMZM2G363429
EVM0023359	GRMZM2G104925
EVM0021365	GRMZM2G306935
EVM0028265	GRMZM2G098813
EVM0010927	GRMZM2G072337
EVM0003023	GRMZM2G059110
EVM0011309	AC213521.3
EVM0010882	GRMZM2G008106
EVM0031441	GRMZM2G028132
EVM0013332	GRMZM2G008309
EVM0012955	GRMZM2G162079
EVM0017198	GRMZM2G096365
EVM0036058	GRMZM2G080001
EVM0008334	GRMZM2G014788
EVM0003834	GRMZM2G108716
EVM0006151	GRMZM2G021605
EVM0005993	GRMZM2G148211
EVM0019547	GRMZM2G068982
EVM0028311	GRMZM2G123204
EVM0002142	GRMZM2G142913
EVM0009343	GRMZM2G464572
EVM0030638	GRMZM2G039396
EVM0012839	GRMZM2G339736
EVM0036910	GRMZM2G003379
EVM0021481	GRMZM2G048819
EVM0005434	GRMZM5G818978
EVM0006102	GRMZM2G166548
EVM0032031	GRMZM2G304915
EVM0031127	GRMZM2G153704
EVM0009313	GRMZM2G348238
EVM0007847	GRMZM2G015049
EVM0002706	GRMZM2G086971
EVM0025144	GRMZM2G052880
EVM0024268	GRMZM2G126691
EVM0032574	GRMZM2G078469
EVM0022222	GRMZM2G046909
EVM0029534	GRMZM2G003028
EVM0020795	GRMZM2G042313
EVM0018300	GRMZM2G123959
EVM0004943	GRMZM2G107106
EVM0036285	GRMZM5G856338
EVM0008912	GRMZM2G048703
EVM0006233	GRMZM2G151967
EVM0032161	GRMZM2G161611
EVM0023157	GRMZM2G017257
EVM0012954	GRMZM2G147213
EVM0013666	GRMZM2G039525
EVM0007481	GRMZM2G015384
EVM0036462	GRMZM2G095905
EVM0033510	GRMZM2G385931
EVM0020830	GRMZM2G444762
EVM0026555	GRMZM2G421491
EVM0006752	GRMZM2G117999
EVM0037012	GRMZM2G029552
EVM0030066	GRMZM2G118644
EVM0034113	GRMZM2G025966
EVM0008691	GRMZM2G085718
EVM0012066	GRMZM2G170120
EVM0022540	GRMZM2G098420
EVM0020076	GRMZM2G167164
EVM0033521	GRMZM2G044137
EVM0001529	GRMZM2G085751
EVM0027453	GRMZM5G840928
EVM0032450	GRMZM2G435761
EVM0010495	GRMZM2G101271
EVM0022052	GRMZM2G057031
EVM0000609	GRMZM2G134054
EVM0007262	GRMZM2G383854
EVM0016079	GRMZM2G037152
EVM0031175	GRMZM2G033644
EVM0009357	GRMZM2G105827
EVM0015994	GRMZM2G075161
EVM0022330	GRMZM2G060896
EVM0011950	GRMZM2G004320
EVM0002164	GRMZM2G007055
EVM0023990	GRMZM2G051403
EVM0017836	GRMZM2G014376
EVM0025907	GRMZM2G110834
EVM0030419	GRMZM2G069203
EVM0004690	GRMZM2G028813
EVM0001495	GRMZM2G495626
EVM0036249	GRMZM2G042146
EVM0009604	GRMZM2G118951
EVM0027522	GRMZM2G104396
EVM0014359	GRMZM2G145814
EVM0003976	GRMZM2G120814
EVM0021149	GRMZM2G105331
EVM0033452	GRMZM2G057509
EVM0023007	GRMZM2G064695
EVM0008282	GRMZM2G053711
EVM0011532	GRMZM2G106558
EVM0019735	GRMZM2G151934
EVM0012690	GRMZM2G110233
EVM0035474	GRMZM2G000540
EVM0004254	GRMZM2G305060
EVM0030090	GRMZM2G165506
EVM0013870	GRMZM2G307402
EVM0012800	GRMZM2G168397
EVM0037240	GRMZM2G079759
EVM0037158	GRMZM2G167966
EVM0036761	GRMZM2G047616
EVM0018825	GRMZM2G073888
EVM0003089	GRMZM2G030240
EVM0036423	AC234157.1
EVM0028829	GRMZM2G092568
EVM0033132	GRMZM2G156638
EVM0004739	GRMZM2G138676
EVM0009733	GRMZM2G056501
EVM0008534	GRMZM2G345717
EVM0035354	GRMZM2G059851
EVM0029218	GRMZM2G031326
EVM0006646	GRMZM2G097207
EVM0000446	GRMZM2G304212
EVM0018344	GRMZM2G076688
EVM0033210	GRMZM2G147026
EVM0023527	GRMZM2G305124
EVM0036841	GRMZM2G024310
EVM0019334	GRMZM2G116584
EVM0001592	GRMZM2G034639
EVM0022585	GRMZM2G133050
EVM0005715	GRMZM5G838396
EVM0003712	GRMZM2G076484
EVM0035809	GRMZM2G172900
EVM0007821	GRMZM2G025126
EVM0019253	GRMZM2G060943
EVM0001589	GRMZM2G145854
EVM0035725	GRMZM2G311003
EVM0018136	GRMZM2G164358
EVM0006270	GRMZM2G026744
EVM0017776	GRMZM2G149636
EVM0017552	GRMZM2G464137
EVM0017541	GRMZM2G378580
EVM0011259	GRMZM2G093341
EVM0005450	GRMZM2G057186
EVM0030949	GRMZM2G139977
EVM0002838	GRMZM2G420119
EVM0036751	GRMZM2G037322
EVM0009858	GRMZM2G125243
EVM0033333	GRMZM2G089696
EVM0001748	GRMZM2G004131
EVM0029324	GRMZM2G095400
EVM0030679	GRMZM2G025231
EVM0021372	GRMZM2G138077
EVM0011278	GRMZM5G826838
EVM0020706	GRMZM5G824944
EVM0009106	GRMZM2G165192
EVM0017261	GRMZM2G143655
EVM0010427	GRMZM2G060798
EVM0016304	GRMZM2G077214
EVM0013520	GRMZM2G031761
EVM0020941	GRMZM2G094558
EVM0006379	GRMZM2G158091
EVM0020800	GRMZM2G315431
EVM0015757	GRMZM2G048430
EVM0001474	GRMZM2G126545
EVM0029612	GRMZM2G159389
EVM0002712	GRMZM2G082653
EVM0032375	GRMZM2G102163
EVM0000218	GRMZM2G026900
EVM0001752	GRMZM2G135195
EVM0034822	GRMZM2G065928
EVM0002940	GRMZM2G429241
EVM0026852	GRMZM2G068682
EVM0004433	GRMZM2G138964
EVM0025863	GRMZM2G180065
EVM0009007	GRMZM2G448001
EVM0034530	GRMZM2G048821
EVM0013220	GRMZM2G348697
EVM0028121	GRMZM5G892247
EVM0000380	GRMZM2G144109
EVM0006834	GRMZM2G149480
EVM0006440	GRMZM2G084819
EVM0024769	GRMZM2G100641
EVM0002744	GRMZM2G005859
EVM0019961	GRMZM5G801190
EVM0005123	GRMZM2G446858
EVM0019728	GRMZM5G877454
EVM0014161	GRMZM2G359986
EVM0006526	GRMZM2G060276
EVM0032677	GRMZM2G040762
EVM0009034	GRMZM2G007957
EVM0025818	GRMZM2G018006
EVM0019131	GRMZM2G316113
EVM0013769	GRMZM2G055807
EVM0031439	GRMZM2G023585
EVM0009210	GRMZM2G181151
EVM0000448	GRMZM2G098301
EVM0018868	GRMZM2G042488
EVM0009990	GRMZM2G145029
EVM0023669	GRMZM2G402242
EVM0036506	GRMZM2G417455
EVM0021854	GRMZM5G874082
EVM0030914	GRMZM2G358877
EVM0013392	GRMZM2G073312
EVM0023059	GRMZM2G019260
EVM0017108	GRMZM2G422499
EVM0014870	GRMZM2G109284
EVM0028201	GRMZM2G101130
EVM0035753	GRMZM2G105750
EVM0026777	GRMZM2G164117
EVM0030441	GRMZM2G124890
EVM0007329	GRMZM2G008748
EVM0015620	GRMZM2G135341
EVM0002563	GRMZM2G117412
EVM0027769	GRMZM2G007441
EVM0011561	GRMZM2G131243
EVM0029394	GRMZM2G077535
EVM0024143	GRMZM2G074787
EVM0013536	GRMZM2G398825
EVM0016569	GRMZM2G048192
EVM0013734	AC194970.5
EVM0034941	GRMZM2G106164
EVM0004737	GRMZM2G004583
EVM0008305	GRMZM2G451672
EVM0021171	GRMZM2G045944
EVM0025757	GRMZM2G322748
EVM0028517	GRMZM2G049031
EVM0000573	GRMZM2G092338
EVM0016827	GRMZM2G406758
EVM0033227	GRMZM2G151651
EVM0019704	GRMZM2G366020
EVM0024595	AC205012.3
EVM0000242	GRMZM2G049695
EVM0035782	GRMZM2G163544
EVM0022395	GRMZM2G156127
EVM0012467	GRMZM2G000292
EVM0033222	GRMZM2G127683
EVM0024831	GRMZM2G091822
EVM0019310	GRMZM2G061624
EVM0033252	GRMZM2G125617
EVM0019805	GRMZM2G326643
EVM0023923	GRMZM2G040964
EVM0034410	GRMZM2G103078
EVM0001349	GRMZM2G098239
EVM0012522	GRMZM2G153292
EVM0017037	GRMZM2G027311
EVM0036222	GRMZM2G160565
EVM0035463	GRMZM2G158261
EVM0020722	GRMZM2G326734
EVM0001767	GRMZM2G111657
EVM0009646	GRMZM2G170049
EVM0019377	GRMZM2G029242
EVM0026471	GRMZM6G314950
EVM0017629	GRMZM2G152360
EVM0018977	GRMZM2G058511
EVM0036302	GRMZM2G012030
EVM0023177	GRMZM2G139903
EVM0011908	GRMZM2G031523
EVM0035885	GRMZM5G804671
EVM0027814	GRMZM2G051949
EVM0010377	GRMZM2G117146
EVM0024538	GRMZM2G117642
EVM0019869	GRMZM2G179346
EVM0002528	GRMZM2G024823
EVM0033829	GRMZM2G029731
EVM0027938	GRMZM2G082508
EVM0014026	GRMZM5G886913
EVM0011921	GRMZM2G126468
EVM0028389	GRMZM2G058954
EVM0037135	GRMZM5G898471
EVM0014287	GRMZM2G459811
EVM0028022	GRMZM2G178826
EVM0006863	GRMZM2G173317
EVM0028699	GRMZM2G061542
EVM0011223	GRMZM2G309152
EVM0004195	GRMZM2G158293
EVM0006030	GRMZM2G381453
EVM0032409	GRMZM2G113073
EVM0020063	GRMZM2G139617
EVM0015145	GRMZM2G126019
EVM0014730	GRMZM2G152526
EVM0005824	GRMZM2G084279
EVM0014647	GRMZM5G899349
EVM0026493	GRMZM2G171548
EVM0011262	GRMZM2G078178
EVM0020125	GRMZM2G057281
EVM0019585	GRMZM2G026015
EVM0018150	GRMZM2G181284
EVM0022049	GRMZM2G171365
EVM0009398	GRMZM2G058070
EVM0008549	GRMZM2G150319
EVM0004688	GRMZM2G101463
EVM0013518	GRMZM2G151440
EVM0033724	GRMZM2G026442
EVM0029378	GRMZM2G172322
EVM0016155	GRMZM2G701206
EVM0031397	GRMZM2G024718
EVM0001562	GRMZM2G164475
EVM0024757	GRMZM2G045688
EVM0027195	GRMZM2G134582
EVM0013863	GRMZM2G044997
EVM0006341	GRMZM2G092968
EVM0001301	GRMZM2G143168
EVM0015723	GRMZM2G701082
EVM0005556	GRMZM2G060924
EVM0003380	GRMZM2G092475
EVM0007431	GRMZM2G051059
EVM0001442	GRMZM2G402092
EVM0025657	GRMZM2G055331
EVM0027511	GRMZM2G042047
EVM0007421	GRMZM2G063387
EVM0030189	GRMZM2G141551
EVM0036891	GRMZM2G091756
EVM0026621	GRMZM5G882351
EVM0037381	GRMZM2G133082
EVM0025429	GRMZM2G089952
EVM0024184	GRMZM2G080839
EVM0020009	GRMZM2G126517
EVM0009689	GRMZM2G034622
EVM0003512	GRMZM2G061672
EVM0034917	GRMZM2G085747
EVM0003134	GRMZM2G362883
EVM0032270	GRMZM2G125777
EVM0028444	GRMZM2G035222
EVM0014482	GRMZM2G121948
EVM0036291	GRMZM5G818887
EVM0002999	GRMZM2G461948
EVM0033007	GRMZM2G110646
EVM0009044	GRMZM2G028758
EVM0022377	GRMZM2G179294
EVM0034483	GRMZM2G388585
EVM0022629	GRMZM2G049906
EVM0036130	GRMZM2G007933
EVM0017860	GRMZM2G014180
EVM0001350	GRMZM2G066749
EVM0006174	GRMZM2G081462
EVM0030040	GRMZM2G007453
EVM0024972	GRMZM2G172451
EVM0002763	GRMZM2G319465
EVM0007033	GRMZM2G105570
EVM0033819	GRMZM2G107609
EVM0033574	GRMZM2G106917
EVM0036163	GRMZM5G855860
EVM0002658	GRMZM5G828229
EVM0005237	GRMZM2G472693
EVM0034378	GRMZM2G151299
EVM0029977	AC148152.3
EVM0004213	GRMZM2G058276
EVM0009036	GRMZM2G142437
EVM0029351	GRMZM2G464328
EVM0010301	GRMZM2G121456
EVM0024810	GRMZM2G060554
EVM0033076	GRMZM2G040311
EVM0011325	GRMZM2G019119
EVM0033501	GRMZM2G046025
EVM0019643	GRMZM2G057907
EVM0024257	GRMZM2G078092
EVM0002220	GRMZM2G098904
EVM0009157	GRMZM2G063316
EVM0016975	GRMZM2G116693
EVM0000488	GRMZM2G063519
EVM0010708	GRMZM5G815808
EVM0014948	GRMZM2G152432
EVM0035860	GRMZM2G010152
EVM0027216	GRMZM2G031991
EVM0011989	GRMZM2G058970
EVM0017908	GRMZM2G067853
EVM0022562	GRMZM2G151425
EVM0035475	GRMZM2G360589
EVM0000631	GRMZM2G055844
EVM0031548	GRMZM2G424509
EVM0033761	GRMZM2G027522
EVM0006973	GRMZM5G856929
EVM0007330	GRMZM2G316907
EVM0024381	GRMZM2G001934
EVM0011029	GRMZM5G878541
EVM0002536	GRMZM2G083763
EVM0025599	GRMZM2G144071
EVM0021587	GRMZM2G154549
EVM0004340	GRMZM2G479045
EVM0033688	GRMZM2G056093
EVM0004646	GRMZM2G158162
EVM0011129	GRMZM2G029001
EVM0006447	GRMZM2G323912
EVM0006097	GRMZM2G111491
EVM0000936	GRMZM2G037683
EVM0010664	GRMZM2G031323
EVM0020284	GRMZM2G327311
EVM0004550	GRMZM2G036007
EVM0026709	GRMZM2G129135
EVM0031816	GRMZM2G024882
EVM0001647	GRMZM2G008374
EVM0012940	GRMZM2G129246
EVM0029145	GRMZM2G324231
EVM0033725	GRMZM2G037694
EVM0009555	GRMZM2G100067
EVM0025608	GRMZM2G146143
EVM0025866	GRMZM2G359234
EVM0024410	GRMZM2G076584
EVM0001722	GRMZM2G026490
EVM0013369	GRMZM2G063498
EVM0015277	GRMZM2G163193
EVM0009542	GRMZM2G130959
EVM0007239	GRMZM2G131822
EVM0021034	GRMZM2G174799
EVM0014338	GRMZM2G401050
EVM0006879	GRMZM2G423476
EVM0034106	GRMZM2G059039
EVM0006616	GRMZM2G175140
EVM0015674	GRMZM2G106056
EVM0018788	AC191113.2
EVM0016512	GRMZM2G082372
EVM0017152	GRMZM2G087243
EVM0002884	GRMZM2G154036
EVM0015447	GRMZM2G134104
EVM0006023	GRMZM2G100058
EVM0015818	GRMZM2G087435
EVM0015450	GRMZM2G110369
EVM0026098	GRMZM2G172101
EVM0014374	GRMZM2G155962
EVM0002246	GRMZM2G144868
EVM0030192	GRMZM2G078576
EVM0006087	GRMZM2G555108
EVM0034670	GRMZM2G175755
EVM0021928	GRMZM2G302673
EVM0028500	GRMZM2G070520
EVM0016291	GRMZM2G103721
EVM0002156	GRMZM5G819222
EVM0023280	GRMZM2G092190
EVM0021488	GRMZM2G106137
EVM0008909	GRMZM2G130440
EVM0020981	GRMZM2G325749
EVM0004354	GRMZM2G431327
EVM0028491	GRMZM2G069856
EVM0033680	GRMZM2G111304
EVM0031941	GRMZM2G144707
EVM0008664	GRMZM2G025074
EVM0011361	AC191246.3
EVM0018421	GRMZM2G167836
EVM0000067	GRMZM2G045467
EVM0009859	GRMZM2G062084
EVM0020716	GRMZM2G149224
EVM0012535	GRMZM2G107686
EVM0032978	GRMZM2G318408
EVM0026972	GRMZM2G161175
EVM0009500	GRMZM2G392700
EVM0034110	GRMZM2G461808
EVM0009634	GRMZM2G302913
EVM0021074	GRMZM2G177937
EVM0028114	GRMZM2G077181
EVM0016321	GRMZM2G155512
EVM0010682	GRMZM2G006370
EVM0003555	GRMZM2G081782
EVM0003010	GRMZM2G055150
EVM0021455	GRMZM2G003720
EVM0030425	AC233888.1
EVM0023545	GRMZM2G030768
EVM0032102	GRMZM2G014720
EVM0014431	GRMZM2G072091
EVM0000075	GRMZM2G022931
EVM0012945	GRMZM2G025078
EVM0000548	GRMZM2G026560
EVM0020609	GRMZM2G032447
EVM0009129	GRMZM2G134192
EVM0011351	GRMZM2G180909
EVM0006104	GRMZM2G121312
EVM0022105	GRMZM2G436001
EVM0035513	GRMZM2G032314
EVM0005527	GRMZM2G338158
EVM0008721	GRMZM2G312201
EVM0003327	GRMZM2G093557
EVM0035851	GRMZM2G047855
EVM0002580	GRMZM2G472171
EVM0030857	GRMZM2G093705
EVM0007620	GRMZM2G031824
EVM0009506	GRMZM2G155974
EVM0029868	GRMZM2G060070
EVM0022838	GRMZM2G373175
EVM0012020	GRMZM2G112686
EVM0003934	GRMZM2G098058
EVM0036601	GRMZM2G174236
EVM0004603	GRMZM2G542497
EVM0016511	GRMZM2G161760
EVM0017174	GRMZM2G047732
EVM0000029	GRMZM2G033799
EVM0030897	GRMZM2G152827
EVM0001465	GRMZM2G084252
EVM0014572	GRMZM2G043119
EVM0023526	GRMZM5G830695
EVM0026752	GRMZM2G080222
EVM0008692	GRMZM2G024865
EVM0016169	GRMZM2G015727
EVM0028628	GRMZM2G158679
EVM0010240	GRMZM2G119906
EVM0031598	GRMZM2G022866
EVM0007140	GRMZM2G095892
EVM0010585	GRMZM2G133621
EVM0026993	GRMZM5G812923
EVM0013062	GRMZM2G059037
EVM0003903	GRMZM2G151237
EVM0031145	GRMZM5G812270
EVM0033549	GRMZM2G154449
EVM0028103	GRMZM2G322582
EVM0011808	AC206259.3
EVM0002906	GRMZM2G137341
EVM0020309	GRMZM2G469469
EVM0030138	GRMZM2G135018
EVM0004131	GRMZM2G054361
EVM0007386	GRMZM2G121128
EVM0030838	GRMZM2G077361
EVM0008201	GRMZM2G157296
EVM0013340	GRMZM2G419806
EVM0001968	GRMZM2G122811
EVM0014311	GRMZM2G095392
EVM0022934	GRMZM2G042171
EVM0031564	GRMZM2G419267
EVM0035658	GRMZM2G148467
EVM0036099	GRMZM2G059121
EVM0024150	GRMZM2G073912
EVM0008672	GRMZM2G167338
EVM0008522	GRMZM5G838388
EVM0003361	GRMZM2G011404
EVM0031813	GRMZM5G817173
EVM0020002	GRMZM2G179155
EVM0034296	GRMZM2G381386
EVM0008837	GRMZM2G158884
EVM0031897	GRMZM2G416308
EVM0002783	GRMZM2G328612
EVM0027184	GRMZM2G158437
EVM0024742	GRMZM2G028883
EVM0002082	GRMZM2G029506
EVM0011079	GRMZM2G042981
EVM0023838	GRMZM2G097164
EVM0033799	GRMZM2G346639
EVM0007048	GRMZM2G070442
EVM0009083	GRMZM2G164781
EVM0034960	GRMZM2G111780
EVM0023541	GRMZM5G887716
EVM0019067	GRMZM2G011526
EVM0019115	GRMZM2G109448
EVM0028110	GRMZM2G451357
EVM0027974	GRMZM2G306732
EVM0010560	GRMZM2G073197
EVM0000138	GRMZM2G090963
EVM0003378	GRMZM2G321239
EVM0017849	GRMZM2G035023
EVM0000853	GRMZM5G898684
EVM0006916	GRMZM2G140908
EVM0012013	GRMZM2G129208
EVM0034309	GRMZM2G157605
EVM0018026	GRMZM2G042356
EVM0013552	GRMZM2G434170
EVM0024636	GRMZM2G027571
EVM0013186	GRMZM2G119850
EVM0012261	GRMZM2G125020
EVM0018974	GRMZM2G433847
EVM0025212	GRMZM2G028096
EVM0032383	GRMZM2G449779
EVM0008547	GRMZM2G147335
EVM0018966	GRMZM2G139031
EVM0000033	GRMZM2G021439
EVM0037004	GRMZM2G344967
EVM0030891	GRMZM2G082322
EVM0019553	GRMZM2G021483
EVM0000572	GRMZM2G481005
EVM0021356	GRMZM2G001180
EVM0009075	GRMZM5G823629
EVM0007184	GRMZM2G302233
EVM0015094	GRMZM2G088964
EVM0006291	GRMZM2G057611
EVM0007515	GRMZM2G408967
EVM0023453	GRMZM2G026758
EVM0025632	GRMZM2G022629
EVM0004445	GRMZM2G038126
EVM0024289	GRMZM2G041463
EVM0027078	GRMZM2G443668
EVM0017811	GRMZM2G076417
EVM0036827	GRMZM5G898305
EVM0031171	GRMZM2G091419
EVM0036720	GRMZM2G152040
EVM0016974	GRMZM2G155086
EVM0023051	GRMZM2G485559
EVM0027144	GRMZM2G132403
EVM0001883	GRMZM2G028216
EVM0017755	GRMZM2G156145
EVM0009009	GRMZM2G173472
EVM0035665	GRMZM2G126239
EVM0020819	GRMZM2G084521
EVM0006812	GRMZM2G149265
EVM0032668	GRMZM2G438673
EVM0024159	GRMZM2G127756
EVM0002463	GRMZM2G436199
EVM0010020	GRMZM2G016705
EVM0022799	GRMZM2G135739
EVM0006494	GRMZM2G042036
EVM0004640	GRMZM2G388371
EVM0007178	AC212570.3
EVM0030508	GRMZM2G143535
EVM0011996	GRMZM2G065665
EVM0003406	GRMZM2G476652
EVM0004391	GRMZM2G060271
EVM0033499	GRMZM2G159992
EVM0003225	GRMZM2G007729
EVM0008519	GRMZM2G113181
EVM0032975	GRMZM2G095611
EVM0029199	GRMZM2G139123
EVM0008538	GRMZM5G832175
EVM0007271	GRMZM2G020040
EVM0027532	GRMZM2G007734
EVM0001407	GRMZM2G020281
EVM0002201	GRMZM2G148709
EVM0036026	AC190999.2
EVM0015550	GRMZM2G318633
EVM0019899	GRMZM2G056036
EVM0033671	GRMZM2G058884
EVM0008442	GRMZM2G405559
EVM0020159	GRMZM2G028369
EVM0033872	GRMZM2G100473
EVM0034848	GRMZM2G127665
EVM0013330	GRMZM2G159160
EVM0003534	GRMZM2G012966
EVM0014250	GRMZM2G117369
EVM0001981	GRMZM2G180732
EVM0007243	GRMZM2G129817
EVM0020195	GRMZM2G351125
EVM0032882	GRMZM2G030016
EVM0024217	GRMZM2G108537
EVM0000546	GRMZM2G168665
EVM0000858	GRMZM2G138259
EVM0036218	GRMZM2G100629
EVM0026147	GRMZM2G091362
EVM0002334	GRMZM2G020631
EVM0036224	GRMZM2G032182
EVM0019664	GRMZM2G102808
EVM0019453	GRMZM2G114673
EVM0007339	GRMZM2G165234
EVM0010965	GRMZM2G116700
EVM0032091	GRMZM2G412085
EVM0025518	GRMZM2G160069
EVM0011580	GRMZM2G075900
EVM0018377	GRMZM2G020002
EVM0018063	GRMZM2G091245
EVM0016441	GRMZM2G470461
EVM0033148	GRMZM2G399313
EVM0024080	GRMZM2G089876
EVM0030467	GRMZM2G116151
EVM0010455	GRMZM2G448456
EVM0021067	GRMZM2G047720
EVM0004546	GRMZM2G307600
EVM0018817	GRMZM2G119345
EVM0036121	GRMZM2G108849
EVM0018812	GRMZM2G091595
EVM0027088	GRMZM2G034025
EVM0010971	GRMZM2G176056
EVM0011479	GRMZM2G038588
EVM0030250	GRMZM2G109291
EVM0030841	GRMZM2G118641
EVM0027715	GRMZM2G104833
EVM0008819	GRMZM2G156079
EVM0008617	GRMZM2G375999
EVM0024634	GRMZM2G021694
EVM0033931	GRMZM2G054634
EVM0032037	GRMZM2G433333
EVM0016469	GRMZM2G116126
EVM0000504	GRMZM2G458266
EVM0020320	GRMZM2G029385
EVM0022492	GRMZM2G087081
EVM0018237	GRMZM2G097395
EVM0011130	GRMZM2G108084
EVM0017030	GRMZM2G051753
EVM0014199	GRMZM2G089282
EVM0019146	GRMZM2G399098
EVM0006114	GRMZM2G145300
EVM0023578	GRMZM2G078118
EVM0021721	GRMZM2G135526
EVM0034324	GRMZM2G423169
EVM0027191	GRMZM2G049416
EVM0005790	GRMZM2G066996
EVM0026937	GRMZM2G168752
EVM0007361	GRMZM2G136443
EVM0014873	GRMZM2G027695
EVM0022865	GRMZM2G027135
EVM0017145	GRMZM2G473976
EVM0010031	GRMZM2G034943
EVM0004551	GRMZM2G134756
EVM0033298	GRMZM2G110381
EVM0010983	GRMZM2G125977
EVM0003133	GRMZM2G142743
EVM0033453	GRMZM2G172427
EVM0036990	GRMZM2G467059
EVM0026333	GRMZM2G009344
EVM0029726	GRMZM2G061287
EVM0009914	GRMZM2G135599
EVM0013294	GRMZM2G021567
EVM0030657	AC206764.4
EVM0017668	GRMZM2G116243
EVM0002651	GRMZM2G072612
EVM0016693	GRMZM2G140817
EVM0005893	GRMZM2G079487
EVM0003049	GRMZM2G106140
EVM0027010	GRMZM2G377217
EVM0012636	GRMZM2G165694
EVM0029157	GRMZM2G070038
EVM0006529	GRMZM2G153769
EVM0009928	GRMZM2G342243
EVM0022178	GRMZM2G019358
EVM0024312	GRMZM2G310321
EVM0019788	GRMZM2G051262
EVM0014054	GRMZM2G363813
EVM0033886	GRMZM2G083410
EVM0003244	GRMZM2G172695
EVM0027859	GRMZM2G445944
EVM0018357	GRMZM2G424577
EVM0011905	GRMZM2G179424
EVM0006277	GRMZM2G026117
EVM0011928	GRMZM2G036783
EVM0024881	GRMZM2G010315
EVM0029475	GRMZM2G139822
EVM0024423	AC231747.1
EVM0000728	GRMZM2G106526
EVM0006193	GRMZM2G126435
EVM0006846	GRMZM2G007404
EVM0028515	GRMZM2G377553
EVM0019498	GRMZM2G022945
EVM0022469	GRMZM2G534116
EVM0005057	GRMZM2G087079
EVM0025137	GRMZM2G007339
EVM0031955	GRMZM2G380184
EVM0006339	GRMZM2G068904
EVM0008219	GRMZM2G026050
EVM0001601	GRMZM2G471269
EVM0024653	GRMZM2G361391
EVM0012840	GRMZM2G049088
EVM0008229	GRMZM2G013600
EVM0000644	GRMZM2G146111
EVM0003913	GRMZM2G332107
EVM0023387	GRMZM2G148924
EVM0022538	GRMZM2G142740
EVM0024758	GRMZM2G031584
EVM0015544	GRMZM2G125728
EVM0031291	GRMZM2G443240
EVM0001127	GRMZM2G126742
EVM0033727	GRMZM2G000932
EVM0020785	GRMZM2G029223
EVM0022830	GRMZM2G361718
EVM0008214	GRMZM2G381739
EVM0012156	GRMZM2G456473
EVM0016066	GRMZM2G440614
EVM0035660	GRMZM2G057768
EVM0028131	GRMZM2G473697
EVM0009201	GRMZM5G808402
EVM0018030	GRMZM2G088235
EVM0011944	GRMZM2G384293
EVM0023698	GRMZM2G029478
EVM0002572	GRMZM2G036418
EVM0012163	GRMZM2G093316
EVM0018665	GRMZM2G145460
EVM0035849	GRMZM2G055992
EVM0030805	GRMZM2G070304
EVM0018335	GRMZM2G023346
EVM0016381	GRMZM2G060922
EVM0021550	GRMZM2G388045
EVM0016728	GRMZM2G069518
EVM0000899	GRMZM2G174048
EVM0012677	GRMZM2G148281
EVM0020453	GRMZM2G370162
EVM0007306	GRMZM2G125455
EVM0032876	GRMZM2G108514
EVM0012315	AC212684.3
